NFL Team,W,L,T,PCT,PF,PA,Net Pts,Home,Road,Div,Div_win_pct,Conf,Conf_win_pct,Non-Conf,Strk,Last 5,season,Home_wins,Home_losses,Home_ties,Road_wins,Road_losses,Road_ties,Div_wins,Div_losses,Div_ties,Conf_wins,Conf_losses,Conf_ties,Non-Conf_wins,Non-Conf_losses,Non-Conf_ties,Last 5_wins,Last 5_losses,Last 5_ties
Los Angeles Rams,5,12,0,0.294,307,384,-77,4 - 5 - 0,1 - 7 - 0,1 - 5 - 0,0.167,3 - 9 - 0,0.25,2 - 3 - 0,2L,2 - 3 - 0,2022,4,5,0,1,7,0,1,5,0,3,9,0,2,3,0,2,3,0
Las Vegas Raiders,6,11,0,0.353,395,418,-23,4 - 4 - 0,2 - 7 - 0,3 - 3 - 0,0.5,5 - 7 - 0,0.417,1 - 4 - 0,3L,1 - 4 - 0,2022,4,4,0,2,7,0,3,3,0,5,7,0,1,4,0,1,4,0
Atlanta Falcons,7,10,0,0.412,365,386,-21,6 - 3 - 0,1 - 7 - 0,2 - 4 - 0,0.333,6 - 6 - 0,0.5,1 - 4 - 0,2W,2 - 3 - 0,2022,6,3,0,1,7,0,2,4,0,6,6,0,1,4,0,2,3,0
Carolina Panthers,7,10,0,0.412,347,374,-27,5 - 4 - 0,2 - 6 - 0,4 - 2 - 0,0.667,6 - 6 - 0,0.5,1 - 4 - 0,1W,3 - 2 - 0,2022,5,4,0,2,6,0,4,2,0,6,6,0,1,4,0,3,2,0
Cleveland Browns,7,10,0,0.412,361,381,-20,4 - 4 - 0,3 - 6 - 0,3 - 3 - 0,0.5,4 - 8 - 0,0.333,3 - 2 - 0,1L,2 - 3 - 0,2022,4,4,0,3,6,0,3,3,0,4,8,0,3,2,0,2,3,0
New Orleans Saints,7,10,0,0.412,330,345,-15,4 - 5 - 0,3 - 5 - 0,2 - 4 - 0,0.333,5 - 7 - 0,0.417,2 - 3 - 0,1L,3 - 2 - 0,2022,4,5,0,3,5,0,2,4,0,5,7,0,2,3,0,3,2,0
New York Jets,7,10,0,0.412,296,316,-20,3 - 5 - 0,4 - 5 - 0,2 - 4 - 0,0.333,5 - 7 - 0,0.417,2 - 3 - 0,6L,0 - 5 - 0,2022,3,5,0,4,5,0,2,4,0,5,7,0,2,3,0,0,5,0
Tennessee Titans,7,10,0,0.412,298,359,-61,3 - 5 - 0,4 - 5 - 0,3 - 3 - 0,0.5,5 - 7 - 0,0.417,2 - 3 - 0,7L,0 - 5 - 0,2022,3,5,0,4,5,0,3,3,0,5,7,0,2,3,0,0,5,0
Green Bay Packers,8,9,0,0.471,370,371,-1,5 - 4 - 0,3 - 5 - 0,3 - 3 - 0,0.5,6 - 6 - 0,0.5,2 - 3 - 0,1L,4 - 1 - 0,2022,5,4,0,3,5,0,3,3,0,6,6,0,2,3,0,4,1,0
New England Patriots,8,9,0,0.471,364,347,17,4 - 4 - 0,4 - 5 - 0,3 - 3 - 0,0.5,6 - 6 - 0,0.5,2 - 3 - 0,1L,2 - 3 - 0,2022,4,4,0,4,5,0,3,3,0,6,6,0,2,3,0,2,3,0
Tampa Bay Buccaneers,8,9,0,0.471,313,358,-45,5 - 4 - 0,3 - 5 - 0,4 - 2 - 0,0.667,8 - 4 - 0,0.667,0 - 5 - 0,1L,2 - 3 - 0,2022,5,4,0,3,5,0,4,2,0,8,4,0,0,5,0,2,3,0
Washington Commanders,8,8,1,0.5,321,343,-22,4 - 5 - 0,4 - 3 - 1,2 - 3 - 1,0.417,5 - 6 - 1,0.458,3 - 2 - 0,1W,1 - 3 - 1,2022,4,5,0,4,3,1,2,3,1,5,6,1,3,2,0,1,3,1
Detroit Lions,9,8,0,0.529,453,427,26,5 - 4 - 0,4 - 4 - 0,5 - 1 - 0,0.833,7 - 5 - 0,0.583,2 - 3 - 0,2W,4 - 1 - 0,2022,5,4,0,4,4,0,5,1,0,7,5,0,2,3,0,4,1,0
Jacksonville Jaguars,9,8,0,0.529,404,350,54,5 - 3 - 0,4 - 5 - 0,4 - 2 - 0,0.667,8 - 4 - 0,0.667,1 - 4 - 0,5W,5 - 0 - 0,2022,5,3,0,4,5,0,4,2,0,8,4,0,1,4,0,5,0,0
Miami Dolphins,9,8,0,0.529,397,399,-2,6 - 2 - 0,3 - 6 - 0,3 - 3 - 0,0.5,7 - 5 - 0,0.583,2 - 3 - 0,1W,1 - 4 - 0,2022,6,2,0,3,6,0,3,3,0,7,5,0,2,3,0,1,4,0
New York Giants,9,7,1,0.559,365,371,-6,5 - 3 - 1,4 - 4 - 0,1 - 4 - 1,0.25,4 - 7 - 1,0.375,5 - 0 - 0,1L,2 - 3 - 0,2022,5,3,1,4,4,0,1,4,1,4,7,1,5,0,0,2,3,0
Pittsburgh Steelers,9,8,0,0.529,308,346,-38,4 - 4 - 0,5 - 4 - 0,3 - 3 - 0,0.5,5 - 7 - 0,0.417,4 - 1 - 0,4W,4 - 1 - 0,2022,4,4,0,5,4,0,3,3,0,5,7,0,4,1,0,4,1,0
Seattle Seahawks,9,8,0,0.529,407,401,6,5 - 4 - 0,4 - 4 - 0,4 - 2 - 0,0.667,6 - 6 - 0,0.5,3 - 2 - 0,2W,2 - 3 - 0,2022,5,4,0,4,4,0,4,2,0,6,6,0,3,2,0,2,3,0
Baltimore Ravens,10,7,0,0.588,350,315,35,5 - 3 - 0,5 - 4 - 0,3 - 3 - 0,0.5,6 - 6 - 0,0.5,4 - 1 - 0,2L,2 - 3 - 0,2022,5,3,0,5,4,0,3,3,0,6,6,0,4,1,0,2,3,0
Los Angeles Chargers,10,7,0,0.588,391,384,7,5 - 3 - 0,5 - 4 - 0,2 - 4 - 0,0.333,7 - 5 - 0,0.583,3 - 2 - 0,1L,4 - 1 - 0,2022,5,3,0,5,4,0,2,4,0,7,5,0,3,2,0,4,1,0
Cincinnati Bengals,12,4,0,0.75,418,322,96,6 - 1 - 0,6 - 3 - 0,3 - 3 - 0,0.5,8 - 3 - 0,0.727,4 - 1 - 0,8W,5 - 0 - 0,2022,6,1,0,6,3,0,3,3,0,8,3,0,4,1,0,5,0,0
Dallas Cowboys,12,5,0,0.706,467,342,125,8 - 1 - 0,4 - 4 - 0,4 - 2 - 0,0.667,8 - 4 - 0,0.667,4 - 1 - 0,1L,3 - 2 - 0,2022,8,1,0,4,4,0,4,2,0,8,4,0,4,1,0,3,2,0
Buffalo Bills,13,3,0,0.813,455,286,169,7 - 1 - 0,6 - 2 - 0,4 - 2 - 0,0.667,9 - 2 - 0,0.818,4 - 1 - 0,7W,5 - 0 - 0,2022,7,1,0,6,2,0,4,2,0,9,2,0,4,1,0,5,0,0
Minnesota Vikings,13,4,0,0.765,424,427,-3,8 - 1 - 0,5 - 3 - 0,4 - 2 - 0,0.667,8 - 4 - 0,0.667,5 - 0 - 0,1W,3 - 2 - 0,2022,8,1,0,5,3,0,4,2,0,8,4,0,5,0,0,3,2,0
San Francisco 49ers,13,4,0,0.765,450,277,173,8 - 1 - 0,5 - 3 - 0,6 - 0 - 0,1.0,10 - 2 - 0,0.833,3 - 2 - 0,10W,5 - 0 - 0,2022,8,1,0,5,3,0,6,0,0,10,2,0,3,2,0,5,0,0
Kansas City Chiefs,14,3,0,0.824,496,369,127,7 - 1 - 0,7 - 2 - 0,6 - 0 - 0,1.0,9 - 3 - 0,0.75,5 - 0 - 0,5W,5 - 0 - 0,2022,7,1,0,7,2,0,6,0,0,9,3,0,5,0,0,5,0,0
Philadelphia Eagles,14,3,0,0.824,477,344,133,7 - 2 - 0,7 - 1 - 0,4 - 2 - 0,0.667,9 - 3 - 0,0.75,5 - 0 - 0,1W,3 - 2 - 0,2022,7,2,0,7,1,0,4,2,0,9,3,0,5,0,0,3,2,0
Carolina Panthers,2,15,0,0.118,236,416,-180,2 - 6 - 0,0 - 9 - 0,1 - 5 - 0,0.167,1 - 11 - 0,0.083,1 - 4 - 0,3L,1 - 4 - 0,2023,2,6,0,0,9,0,1,5,0,1,11,0,1,4,0,1,4,0
Arizona Cardinals,4,13,0,0.235,330,455,-125,2 - 6 - 0,2 - 7 - 0,0 - 6 - 0,0.0,3 - 9 - 0,0.25,1 - 4 - 0,1L,2 - 3 - 0,2023,2,6,0,2,7,0,0,6,0,3,9,0,1,4,0,2,3,0
New England Patriots,4,13,0,0.235,236,366,-130,1 - 8 - 0,3 - 5 - 0,2 - 4 - 0,0.333,4 - 8 - 0,0.333,0 - 5 - 0,2L,2 - 3 - 0,2023,1,8,0,3,5,0,2,4,0,4,8,0,0,5,0,2,3,0
Washington Commanders,4,13,0,0.235,329,518,-189,1 - 7 - 0,3 - 6 - 0,0 - 6 - 0,0.0,2 - 10 - 0,0.167,2 - 3 - 0,8L,0 - 5 - 0,2023,1,7,0,3,6,0,0,6,0,2,10,0,2,3,0,0,5,0
Los Angeles Chargers,5,12,0,0.294,346,398,-52,2 - 7 - 0,3 - 5 - 0,1 - 5 - 0,0.167,3 - 9 - 0,0.25,2 - 3 - 0,5L,0 - 5 - 0,2023,2,7,0,3,5,0,1,5,0,3,9,0,2,3,0,0,5,0
New York Giants,6,11,0,0.353,266,407,-141,4 - 4 - 0,2 - 7 - 0,3 - 3 - 0,0.5,5 - 7 - 0,0.417,1 - 4 - 0,1W,2 - 3 - 0,2023,4,4,0,2,7,0,3,3,0,5,7,0,1,4,0,2,3,0
Tennessee Titans,6,11,0,0.353,305,367,-62,5 - 4 - 0,1 - 7 - 0,1 - 5 - 0,0.167,4 - 8 - 0,0.333,2 - 3 - 0,1W,2 - 3 - 0,2023,5,4,0,1,7,0,1,5,0,4,8,0,2,3,0,2,3,0
Atlanta Falcons,7,10,0,0.412,321,373,-52,5 - 3 - 0,2 - 7 - 0,3 - 3 - 0,0.5,4 - 8 - 0,0.333,3 - 2 - 0,2L,1 - 4 - 0,2023,5,3,0,2,7,0,3,3,0,4,8,0,3,2,0,1,4,0
Chicago Bears,7,10,0,0.412,360,379,-19,5 - 3 - 0,2 - 7 - 0,2 - 4 - 0,0.333,6 - 6 - 0,0.5,1 - 4 - 0,1L,3 - 2 - 0,2023,5,3,0,2,7,0,2,4,0,6,6,0,1,4,0,3,2,0
Minnesota Vikings,7,10,0,0.412,344,362,-18,2 - 6 - 0,5 - 4 - 0,2 - 4 - 0,0.333,6 - 6 - 0,0.5,1 - 4 - 0,4L,1 - 4 - 0,2023,2,6,0,5,4,0,2,4,0,6,6,0,1,4,0,1,4,0
New York Jets,7,10,0,0.412,268,355,-87,4 - 5 - 0,3 - 5 - 0,2 - 4 - 0,0.333,4 - 8 - 0,0.333,3 - 2 - 0,1W,3 - 2 - 0,2023,4,5,0,3,5,0,2,4,0,4,8,0,3,2,0,3,2,0
Denver Broncos,8,9,0,0.471,357,413,-56,5 - 4 - 0,3 - 5 - 0,3 - 3 - 0,0.5,5 - 7 - 0,0.417,3 - 2 - 0,1L,2 - 3 - 0,2023,5,4,0,3,5,0,3,3,0,5,7,0,3,2,0,2,3,0
Las Vegas Raiders,8,9,0,0.471,332,331,1,6 - 3 - 0,2 - 6 - 0,4 - 2 - 0,0.667,6 - 6 - 0,0.5,2 - 3 - 0,1W,3 - 2 - 0,2023,6,3,0,2,6,0,4,2,0,6,6,0,2,3,0,3,2,0
Cincinnati Bengals,9,8,0,0.529,366,384,-18,6 - 3 - 0,3 - 5 - 0,1 - 5 - 0,0.167,4 - 8 - 0,0.333,5 - 0 - 0,1W,3 - 2 - 0,2023,6,3,0,3,5,0,1,5,0,4,8,0,5,0,0,3,2,0
Green Bay Packers,9,8,0,0.529,383,350,33,5 - 3 - 0,4 - 5 - 0,4 - 2 - 0,0.667,7 - 5 - 0,0.583,2 - 3 - 0,3W,3 - 2 - 0,2023,5,3,0,4,5,0,4,2,0,7,5,0,2,3,0,3,2,0
Indianapolis Colts,9,8,0,0.529,396,415,-19,4 - 5 - 0,5 - 3 - 0,3 - 3 - 0,0.5,7 - 5 - 0,0.583,2 - 3 - 0,1L,2 - 3 - 0,2023,4,5,0,5,3,0,3,3,0,7,5,0,2,3,0,2,3,0
Jacksonville Jaguars,9,8,0,0.529,377,371,6,4 - 5 - 0,5 - 3 - 0,4 - 2 - 0,0.667,6 - 6 - 0,0.5,3 - 2 - 0,1L,1 - 4 - 0,2023,4,5,0,5,3,0,4,2,0,6,6,0,3,2,0,1,4,0
New Orleans Saints,9,8,0,0.529,402,327,75,5 - 3 - 0,4 - 5 - 0,4 - 2 - 0,0.667,6 - 6 - 0,0.5,3 - 2 - 0,2W,4 - 1 - 0,2023,5,3,0,4,5,0,4,2,0,6,6,0,3,2,0,4,1,0
Seattle Seahawks,9,8,0,0.529,364,402,-38,5 - 3 - 0,4 - 5 - 0,2 - 4 - 0,0.333,7 - 5 - 0,0.583,2 - 3 - 0,1W,3 - 2 - 0,2023,5,3,0,4,5,0,2,4,0,7,5,0,2,3,0,3,2,0
Tampa Bay Buccaneers,9,8,0,0.529,348,325,23,4 - 4 - 0,5 - 4 - 0,4 - 2 - 0,0.667,7 - 5 - 0,0.583,2 - 3 - 0,1W,4 - 1 - 0,2023,4,4,0,5,4,0,4,2,0,7,5,0,2,3,0,4,1,0
Houston Texans,10,7,0,0.588,377,353,24,6 - 3 - 0,4 - 4 - 0,4 - 2 - 0,0.667,7 - 5 - 0,0.583,3 - 2 - 0,2W,3 - 2 - 0,2023,6,3,0,4,4,0,4,2,0,7,5,0,3,2,0,3,2,0
Los Angeles Rams,10,7,0,0.588,404,377,27,5 - 3 - 0,5 - 4 - 0,5 - 1 - 0,0.833,8 - 4 - 0,0.667,2 - 3 - 0,4W,4 - 1 - 0,2023,5,3,0,5,4,0,5,1,0,8,4,0,2,3,0,4,1,0
Pittsburgh Steelers,10,7,0,0.588,304,324,-20,5 - 4 - 0,5 - 3 - 0,5 - 1 - 0,0.833,7 - 5 - 0,0.583,3 - 2 - 0,3W,3 - 2 - 0,2023,5,4,0,5,3,0,5,1,0,7,5,0,3,2,0,3,2,0
Buffalo Bills,11,6,0,0.647,451,311,140,7 - 2 - 0,4 - 4 - 0,4 - 2 - 0,0.667,7 - 5 - 0,0.583,4 - 1 - 0,5W,5 - 0 - 0,2023,7,2,0,4,4,0,4,2,0,7,5,0,4,1,0,5,0,0
Cleveland Browns,11,6,0,0.647,396,362,34,8 - 1 - 0,3 - 5 - 0,3 - 3 - 0,0.5,8 - 4 - 0,0.667,3 - 2 - 0,1L,4 - 1 - 0,2023,8,1,0,3,5,0,3,3,0,8,4,0,3,2,0,4,1,0
Kansas City Chiefs,11,6,0,0.647,371,294,77,5 - 4 - 0,6 - 2 - 0,4 - 2 - 0,0.667,9 - 3 - 0,0.75,2 - 3 - 0,2W,3 - 2 - 0,2023,5,4,0,6,2,0,4,2,0,9,3,0,2,3,0,3,2,0
Miami Dolphins,11,6,0,0.647,496,391,105,7 - 2 - 0,4 - 4 - 0,4 - 2 - 0,0.667,7 - 5 - 0,0.583,4 - 1 - 0,2L,2 - 3 - 0,2023,7,2,0,4,4,0,4,2,0,7,5,0,4,1,0,2,3,0
Philadelphia Eagles,11,6,0,0.647,433,428,5,6 - 2 - 0,5 - 4 - 0,4 - 2 - 0,0.667,7 - 5 - 0,0.583,4 - 1 - 0,2L,1 - 4 - 0,2023,6,2,0,5,4,0,4,2,0,7,5,0,4,1,0,1,4,0
Dallas Cowboys,12,5,0,0.706,509,315,194,8 - 0 - 0,4 - 5 - 0,5 - 1 - 0,0.833,9 - 3 - 0,0.75,3 - 2 - 0,2W,3 - 2 - 0,2023,8,0,0,4,5,0,5,1,0,9,3,0,3,2,0,3,2,0
Detroit Lions,12,5,0,0.706,461,395,66,6 - 2 - 0,6 - 3 - 0,4 - 2 - 0,0.667,8 - 4 - 0,0.667,4 - 1 - 0,1W,3 - 2 - 0,2023,6,2,0,6,3,0,4,2,0,8,4,0,4,1,0,3,2,0
San Francisco 49ers,12,5,0,0.706,491,298,193,5 - 3 - 0,7 - 2 - 0,5 - 1 - 0,0.833,10 - 2 - 0,0.833,2 - 3 - 0,1L,3 - 2 - 0,2023,5,3,0,7,2,0,5,1,0,10,2,0,2,3,0,3,2,0
Baltimore Ravens,13,4,0,0.765,483,280,203,6 - 3 - 0,7 - 1 - 0,3 - 3 - 0,0.5,8 - 4 - 0,0.667,5 - 0 - 0,1L,4 - 1 - 0,2023,6,3,0,7,1,0,3,3,0,8,4,0,5,0,0,4,1,0
Cleveland Browns,3,14,0,0.176,258,435,-177,2 - 6 - 0,1 - 8 - 0,2 - 4 - 0,0.333,3 - 9 - 0,0.25,0 - 5 - 0,6L,0 - 5 - 0,2024,2,6,0,1,8,0,2,4,0,3,9,0,0,5,0,0,5,0
New York Giants,3,14,0,0.176,273,415,-142,1 - 8 - 0,2 - 6 - 0,0 - 6 - 0,0.0,1 - 11 - 0,0.083,2 - 3 - 0,1L,1 - 4 - 0,2024,1,8,0,2,6,0,0,6,0,1,11,0,2,3,0,1,4,0
Tennessee Titans,3,14,0,0.176,311,460,-149,1 - 7 - 0,2 - 7 - 0,1 - 5 - 0,0.167,3 - 9 - 0,0.25,0 - 5 - 0,6L,0 - 5 - 0,2024,1,7,0,2,7,0,1,5,0,3,9,0,0,5,0,0,5,0
Jacksonville Jaguars,4,13,0,0.235,320,435,-115,3 - 5 - 0,1 - 8 - 0,3 - 3 - 0,0.5,4 - 8 - 0,0.333,0 - 5 - 0,1L,2 - 3 - 0,2024,3,5,0,1,8,0,3,3,0,4,8,0,0,5,0,2,3,0
Las Vegas Raiders,4,13,0,0.235,309,434,-125,2 - 6 - 0,2 - 7 - 0,0 - 6 - 0,0.0,3 - 9 - 0,0.25,1 - 4 - 0,1L,2 - 3 - 0,2024,2,6,0,2,7,0,0,6,0,3,9,0,1,4,0,2,3,0
New England Patriots,4,13,0,0.235,289,417,-128,2 - 6 - 0,2 - 7 - 0,2 - 4 - 0,0.333,3 - 9 - 0,0.25,1 - 4 - 0,1W,1 - 4 - 0,2024,2,6,0,2,7,0,2,4,0,3,9,0,1,4,0,1,4,0
Carolina Panthers,5,12,0,0.294,341,534,-193,3 - 6 - 0,2 - 6 - 0,2 - 4 - 0,0.333,4 - 8 - 0,0.333,1 - 4 - 0,1W,2 - 3 - 0,2024,3,6,0,2,6,0,2,4,0,4,8,0,1,4,0,2,3,0
Chicago Bears,5,12,0,0.294,310,370,-60,4 - 5 - 0,1 - 7 - 0,1 - 5 - 0,0.167,3 - 9 - 0,0.25,2 - 3 - 0,1W,1 - 4 - 0,2024,4,5,0,1,7,0,1,5,0,3,9,0,2,3,0,1,4,0
New Orleans Saints,5,12,0,0.294,338,398,-60,3 - 6 - 0,2 - 6 - 0,2 - 4 - 0,0.333,4 - 8 - 0,0.333,1 - 4 - 0,4L,1 - 4 - 0,2024,3,6,0,2,6,0,2,4,0,4,8,0,1,4,0,1,4,0
New York Jets,5,12,0,0.294,338,404,-66,3 - 5 - 0,2 - 7 - 0,2 - 4 - 0,0.333,5 - 7 - 0,0.417,0 - 5 - 0,1W,2 - 3 - 0,2024,3,5,0,2,7,0,2,4,0,5,7,0,0,5,0,2,3,0
San Francisco 49ers,6,11,0,0.353,389,436,-47,4 - 5 - 0,2 - 6 - 0,1 - 5 - 0,0.167,4 - 8 - 0,0.333,2 - 3 - 0,4L,1 - 4 - 0,2024,4,5,0,2,6,0,1,5,0,4,8,0,2,3,0,1,4,0
Dallas Cowboys,7,10,0,0.412,350,468,-118,2 - 7 - 0,5 - 3 - 0,3 - 3 - 0,0.5,5 - 7 - 0,0.417,2 - 3 - 0,2L,2 - 3 - 0,2024,2,7,0,5,3,0,3,3,0,5,7,0,2,3,0,2,3,0
Arizona Cardinals,8,9,0,0.471,400,379,21,6 - 3 - 0,2 - 6 - 0,3 - 3 - 0,0.5,4 - 8 - 0,0.333,4 - 1 - 0,1W,2 - 3 - 0,2024,6,3,0,2,6,0,3,3,0,4,8,0,4,1,0,2,3,0
Atlanta Falcons,8,9,0,0.471,389,423,-34,4 - 5 - 0,4 - 4 - 0,4 - 2 - 0,0.667,7 - 5 - 0,0.583,1 - 4 - 0,2L,2 - 3 - 0,2024,4,5,0,4,4,0,4,2,0,7,5,0,1,4,0,2,3,0
Indianapolis Colts,8,9,0,0.471,377,427,-50,5 - 3 - 0,3 - 6 - 0,3 - 3 - 0,0.5,7 - 5 - 0,0.583,1 - 4 - 0,1W,3 - 2 - 0,2024,5,3,0,3,6,0,3,3,0,7,5,0,1,4,0,3,2,0
Miami Dolphins,8,9,0,0.471,345,364,-19,5 - 3 - 0,3 - 6 - 0,3 - 3 - 0,0.5,6 - 6 - 0,0.5,2 - 3 - 0,1L,3 - 2 - 0,2024,5,3,0,3,6,0,3,3,0,6,6,0,2,3,0,3,2,0
Cincinnati Bengals,9,8,0,0.529,472,434,38,3 - 5 - 0,6 - 3 - 0,3 - 3 - 0,0.5,6 - 6 - 0,0.5,3 - 2 - 0,5W,5 - 0 - 0,2024,3,5,0,6,3,0,3,3,0,6,6,0,3,2,0,5,0,0
Denver Broncos,10,7,0,0.588,425,311,114,6 - 2 - 0,4 - 5 - 0,3 - 3 - 0,0.5,6 - 6 - 0,0.5,4 - 1 - 0,1W,3 - 2 - 0,2024,6,2,0,4,5,0,3,3,0,6,6,0,4,1,0,3,2,0
Houston Texans,10,7,0,0.588,372,372,0,5 - 3 - 0,5 - 4 - 0,5 - 1 - 0,0.833,8 - 4 - 0,0.667,2 - 3 - 0,1W,3 - 2 - 0,2024,5,3,0,5,4,0,5,1,0,8,4,0,2,3,0,3,2,0
Los Angeles Rams,10,7,0,0.588,367,386,-19,5 - 4 - 0,5 - 3 - 0,4 - 2 - 0,0.667,6 - 6 - 0,0.5,4 - 1 - 0,1L,4 - 1 - 0,2024,5,4,0,5,3,0,4,2,0,6,6,0,4,1,0,4,1,0
Pittsburgh Steelers,10,7,0,0.588,380,347,33,5 - 3 - 0,5 - 4 - 0,3 - 3 - 0,0.5,7 - 5 - 0,0.583,3 - 2 - 0,4L,1 - 4 - 0,2024,5,3,0,5,4,0,3,3,0,7,5,0,3,2,0,1,4,0
Seattle Seahawks,10,7,0,0.588,375,368,7,3 - 6 - 0,7 - 1 - 0,4 - 2 - 0,0.667,6 - 6 - 0,0.5,4 - 1 - 0,2W,3 - 2 - 0,2024,3,6,0,7,1,0,4,2,0,6,6,0,4,1,0,3,2,0
Tampa Bay Buccaneers,10,7,0,0.588,502,385,117,5 - 4 - 0,5 - 3 - 0,4 - 2 - 0,0.667,8 - 4 - 0,0.667,2 - 3 - 0,2W,4 - 1 - 0,2024,5,4,0,5,3,0,4,2,0,8,4,0,2,3,0,4,1,0
Green Bay Packers,11,6,0,0.647,460,338,122,6 - 3 - 0,5 - 3 - 0,1 - 5 - 0,0.167,6 - 6 - 0,0.5,5 - 0 - 0,2L,2 - 3 - 0,2024,6,3,0,5,3,0,1,5,0,6,6,0,5,0,0,2,3,0
Los Angeles Chargers,11,6,0,0.647,402,301,101,5 - 3 - 0,6 - 3 - 0,4 - 2 - 0,0.667,8 - 4 - 0,0.667,3 - 2 - 0,3W,3 - 2 - 0,2024,5,3,0,6,3,0,4,2,0,8,4,0,3,2,0,3,2,0
Baltimore Ravens,12,5,0,0.706,518,361,157,6 - 2 - 0,6 - 3 - 0,4 - 2 - 0,0.667,8 - 4 - 0,0.667,4 - 1 - 0,4W,4 - 1 - 0,2024,6,2,0,6,3,0,4,2,0,8,4,0,4,1,0,4,1,0
Washington Commanders,12,5,0,0.706,485,391,94,7 - 2 - 0,5 - 3 - 0,4 - 2 - 0,0.667,9 - 3 - 0,0.75,3 - 2 - 0,5W,5 - 0 - 0,2024,7,2,0,5,3,0,4,2,0,9,3,0,3,2,0,5,0,0
Buffalo Bills,13,4,0,0.765,525,368,157,8 - 0 - 0,5 - 4 - 0,5 - 1 - 0,0.833,9 - 3 - 0,0.75,4 - 1 - 0,1L,3 - 2 - 0,2024,8,0,0,5,4,0,5,1,0,9,3,0,4,1,0,3,2,0
Minnesota Vikings,14,3,0,0.824,432,332,100,8 - 1 - 0,6 - 2 - 0,4 - 2 - 0,0.667,9 - 3 - 0,0.75,5 - 0 - 0,1L,4 - 1 - 0,2024,8,1,0,6,2,0,4,2,0,9,3,0,5,0,0,4,1,0
Philadelphia Eagles,14,3,0,0.824,463,303,160,8 - 1 - 0,6 - 2 - 0,5 - 1 - 0,0.833,9 - 3 - 0,0.75,5 - 0 - 0,2W,4 - 1 - 0,2024,8,1,0,6,2,0,5,1,0,9,3,0,5,0,0,4,1,0
Detroit Lions,15,2,0,0.882,564,342,222,7 - 2 - 0,8 - 0 - 0,6 - 0 - 0,1.0,11 - 1 - 0,0.917,4 - 1 - 0,3W,4 - 1 - 0,2024,7,2,0,8,0,0,6,0,0,11,1,0,4,1,0,4,1,0
Kansas City Chiefs,15,2,0,0.882,385,326,59,8 - 0 - 0,7 - 2 - 0,5 - 1 - 0,0.833,10 - 2 - 0,0.833,5 - 0 - 0,1L,4 - 1 - 0,2024,8,0,0,7,2,0,5,1,0,10,2,0,5,0,0,4,1,0
